date,time,type,description,latitude,longitude,district,address
2026-03-13,17:45:00,theft,bridge,26.88969,75.761561,Jaipur,"136 {p} {s}, Jaipur"
2026-01-19,15:01:00,theft,mall,23.058161,72.553671,Ahmedabad,"91 {p} {s}, Ahmedabad"
2026-03-22,21:37:00,kidnapping,construction site,17.360814,78.481869,Hyderabad,"172 {p} {s}, Hyderabad"
2026-01-14,02:15:00,assault,industrial area,23.033707,72.581138,Ahmedabad,"1 {p} {s}, Ahmedabad"
2026-02-18,09:02:00,theft,market,12.975835,77.561925,Bangalore,"241 {p} {s}, Bangalore"
2026-01-10,12:15:00,theft,main road,26.810281,80.926585,Lucknow,"232 {p} {s}, Lucknow"
2026-02-14,06:56:00,assault,mall,22.995173,72.534226,Ahmedabad,"186 {p} {s}, Ahmedabad"
2026-01-24,00:14:00,theft,school,28.580098,77.247572,Delhi,"476 {p} {s}, Delhi"
2026-02-15,12:34:00,theft,main road,23.062582,72.524129,Ahmedabad,"388 {p} {s}, Ahmedabad"
2026-03-08,04:00:00,rape,mall,26.921283,75.835519,Jaipur,"240 {p} {s}, Jaipur"
2026-01-02,11:20:00,rape,office complex,13.03048,80.229089,Chennai,"36 {p} {s}, Chennai"
2026-03-18,21:23:00,murder,main road,17.342715,78.4466,Hyderabad,"79 {p} {s}, Hyderabad"
2026-01-06,14:57:00,hit and run,slum area,28.567184,77.250014,Delhi,"301 {p} {s}, Delhi"
2026-03-29,11:19:00,rape,slum area,28.605566,77.228692,Delhi,"41 {p} {s}, Delhi"
2026-01-10,08:15:00,fraud,slum area,18.52988,73.880747,Pune,"171 {p} {s}, Pune"
2026-01-17,12:15:00,hit and run,residential area,28.653022,77.173914,Delhi,"486 {p} {s}, Delhi"
2026-02-07,14:22:00,burglary,construction site,17.41135,78.432476,Hyderabad,"401 {p} {s}, Hyderabad"
2026-02-15,21:02:00,theft,school,17.354119,78.504672,Hyderabad,"230 {p} {s}, Hyderabad"
2026-03-25,01:53:00,burglary,industrial area,17.354473,78.463084,Hyderabad,"112 {p} {s}, Hyderabad"
2026-02-02,10:20:00,robbery,bazaar,13.032148,80.260121,Chennai,"348 {p} {s}, Chennai"
2026-03-06,09:02:00,rape,mosque,17.333055,78.481006,Hyderabad,"18 {p} {s}, Hyderabad"
2026-01-10,08:05:00,assault,industrial area,22.555778,88.318676,Kolkata,"367 {p} {s}, Kolkata"
2026-01-12,16:19:00,murder,village,26.885775,75.792621,Jaipur,"221 {p} {s}, Jaipur"
2026-03-21,15:46:00,theft,highway,26.870333,75.806136,Jaipur,"27 {p} {s}, Jaipur"
2026-01-28,03:54:00,theft,residential area,22.599362,88.320934,Kolkata,"485 {p} {s}, Kolkata"
2026-03-18,08:48:00,theft,temple,17.39935,78.509856,Hyderabad,"50 {p} {s}, Hyderabad"
2026-03-18,06:12:00,fraud,school,17.361009,78.519678,Hyderabad,"102 {p} {s}, Hyderabad"
2026-03-29,15:32:00,assault,village,22.553987,88.375222,Kolkata,"420 {p} {s}, Kolkata"
2026-03-29,08:43:00,fraud,slum area,18.473001,73.878396,Pune,"483 {p} {s}, Pune"
2026-01-03,14:50:00,assault,park,19.068047,72.86819,Mumbai,"41 {p} {s}, Mumbai"
2026-02-18,20:47:00,theft,mall,26.845452,80.910053,Lucknow,"324 {p} {s}, Lucknow"
2026-03-31,06:23:00,murder,industrial area,26.819324,80.892582,Lucknow,"494 {p} {s}, Lucknow"
2026-02-15,23:26:00,robbery,village,28.630775,77.258232,Delhi,"236 {p} {s}, Delhi"
2026-01-03,17:16:00,theft,bazaar,26.917783,75.748516,Jaipur,"289 {p} {s}, Jaipur"
2026-02-18,19:12:00,murder,main road,26.918259,75.827295,Jaipur,"308 {p} {s}, Jaipur"
2026-03-13,15:44:00,theft,slum area,18.538533,73.816084,Pune,"344 {p} {s}, Pune"
2026-01-21,17:33:00,murder,main road,26.89272,75.79635,Jaipur,"310 {p} {s}, Jaipur"
2026-02-11,11:10:00,burglary,bridge,28.621441,77.192299,Delhi,"132 {p} {s}, Delhi"
2026-02-03,03:57:00,theft,office complex,18.504203,73.808511,Pune,"56 {p} {s}, Pune"
2026-02-13,03:06:00,kidnapping,market,13.07073,80.224841,Chennai,"386 {p} {s}, Chennai"
2026-02-01,15:41:00,assault,highway,22.521497,88.365862,Kolkata,"19 {p} {s}, Kolkata"
2026-02-16,16:07:00,rape,residential area,26.825233,80.930235,Lucknow,"174 {p} {s}, Lucknow"
2026-03-11,06:07:00,assault,residential area,22.53846,88.399146,Kolkata,"389 {p} {s}, Kolkata"
2026-01-21,07:53:00,theft,bridge,28.588834,77.226709,Delhi,"225 {p} {s}, Delhi"
2026-02-20,09:21:00,assault,office complex,18.558575,73.800442,Pune,"325 {p} {s}, Pune"
2026-02-09,12:16:00,fraud,village,26.915937,75.831069,Jaipur,"362 {p} {s}, Jaipur"
2026-02-25,06:22:00,theft,main road,26.847961,80.895264,Lucknow,"289 {p} {s}, Lucknow"
2026-02-20,00:09:00,theft,bazaar,26.88899,80.960723,Lucknow,"415 {p} {s}, Lucknow"
2026-02-27,16:48:00,burglary,main road,26.874073,75.740881,Jaipur,"39 {p} {s}, Jaipur"
2026-01-21,07:58:00,rape,mosque,19.061014,72.919746,Mumbai,"22 {p} {s}, Mumbai"
2026-03-11,22:37:00,theft,bazaar,28.642457,77.249747,Delhi,"487 {p} {s}, Delhi"
2026-02-28,14:41:00,robbery,mohalla,18.484474,73.818818,Pune,"404 {p} {s}, Pune"
2026-02-18,03:09:00,burglary,slum area,12.931654,77.553919,Bangalore,"356 {p} {s}, Bangalore"
2026-01-13,01:20:00,assault,village,26.906352,75.76115,Jaipur,"50 {p} {s}, Jaipur"
2026-02-15,16:13:00,fraud,bus stand,17.391991,78.517324,Hyderabad,"109 {p} {s}, Hyderabad"
2026-01-09,14:26:00,rape,highway,26.930563,75.826996,Jaipur,"296 {p} {s}, Jaipur"
2026-01-17,12:15:00,theft,industrial area,19.106301,72.851252,Mumbai,"259 {p} {s}, Mumbai"
2026-02-25,04:44:00,murder,school,28.601485,77.167884,Delhi,"272 {p} {s}, Delhi"
2026-02-23,10:17:00,assault,temple,13.077002,80.298046,Chennai,"19 {p} {s}, Chennai"
2026-01-28,23:22:00,theft,mall,28.579723,77.199378,Delhi,"269 {p} {s}, Delhi"
2026-03-07,14:45:00,murder,main road,19.063358,72.867165,Mumbai,"325 {p} {s}, Mumbai"
2026-01-25,18:14:00,assault,temple,17.378671,78.495283,Hyderabad,"293 {p} {s}, Hyderabad"
2026-03-06,23:27:00,assault,mosque,18.559852,73.846315,Pune,"91 {p} {s}, Pune"
2026-03-27,03:52:00,burglary,highway,23.039591,72.579424,Ahmedabad,"457 {p} {s}, Ahmedabad"
2026-02-22,07:15:00,theft,highway,22.577957,88.399967,Kolkata,"414 {p} {s}, Kolkata"
2026-02-24,12:01:00,murder,railway station,13.08242,80.221436,Chennai,"159 {p} {s}, Chennai"
2026-03-16,12:37:00,theft,temple,28.587272,77.248358,Delhi,"454 {p} {s}, Delhi"
2026-03-21,12:07:00,assault,mohalla,13.064718,80.237669,Chennai,"46 {p} {s}, Chennai"
2026-03-21,07:21:00,murder,bridge,22.582822,88.330542,Kolkata,"251 {p} {s}, Kolkata"
2026-01-23,22:10:00,theft,railway station,23.011261,72.569001,Ahmedabad,"472 {p} {s}, Ahmedabad"
2026-01-27,15:41:00,theft,hospital,22.984126,72.617135,Ahmedabad,"76 {p} {s}, Ahmedabad"
2026-02-26,23:30:00,fraud,bridge,13.088144,80.261788,Chennai,"435 {p} {s}, Chennai"
2026-01-19,12:40:00,robbery,market,19.107848,72.832601,Mumbai,"303 {p} {s}, Mumbai"
2026-01-27,18:27:00,assault,main road,26.921615,75.807313,Jaipur,"156 {p} {s}, Jaipur"
2026-02-08,18:38:00,fraud,mohalla,13.093767,80.317061,Chennai,"294 {p} {s}, Chennai"
2026-02-09,22:22:00,assault,railway station,26.947666,75.824578,Jaipur,"165 {p} {s}, Jaipur"
2026-01-21,08:25:00,theft,market,28.560883,77.244525,Delhi,"163 {p} {s}, Delhi"
2026-01-25,16:02:00,murder,bazaar,19.106177,72.885497,Mumbai,"206 {p} {s}, Mumbai"
2026-03-01,23:27:00,theft,school,28.62548,77.184404,Delhi,"213 {p} {s}, Delhi"
2026-03-23,18:43:00,fraud,school,23.04431,72.581326,Ahmedabad,"78 {p} {s}, Ahmedabad"
2026-01-20,12:13:00,assault,railway station,19.117358,72.840184,Mumbai,"230 {p} {s}, Mumbai"
2026-02-05,15:27:00,burglary,residential area,12.986642,77.622252,Bangalore,"358 {p} {s}, Bangalore"
2026-01-27,09:52:00,burglary,office complex,19.059521,72.879291,Mumbai,"51 {p} {s}, Mumbai"
2026-01-02,07:25:00,theft,bus stand,17.336231,78.462114,Hyderabad,"147 {p} {s}, Hyderabad"
2026-01-03,18:29:00,hit and run,main road,13.071336,80.235932,Chennai,"326 {p} {s}, Chennai"
2026-03-29,12:58:00,burglary,village,26.813793,80.901336,Lucknow,"178 {p} {s}, Lucknow"
2026-03-15,05:48:00,burglary,bazaar,13.035404,80.277929,Chennai,"226 {p} {s}, Chennai"
2026-01-12,02:01:00,assault,construction site,18.530133,73.86364,Pune,"75 {p} {s}, Pune"
2026-03-12,18:29:00,robbery,mohalla,26.868422,80.951029,Lucknow,"456 {p} {s}, Lucknow"
2026-03-08,07:37:00,rape,hospital,26.794472,80.90975,Lucknow,"282 {p} {s}, Lucknow"
2026-01-31,10:09:00,theft,temple,22.60024,88.369448,Kolkata,"82 {p} {s}, Kolkata"
2026-02-26,10:31:00,kidnapping,park,19.116348,72.895546,Mumbai,"32 {p} {s}, Mumbai"
2026-03-30,08:55:00,burglary,hospital,19.091357,72.878886,Mumbai,"316 {p} {s}, Mumbai"
2026-02-03,00:49:00,hit and run,construction site,26.830906,80.974438,Lucknow,"500 {p} {s}, Lucknow"
2026-02-13,23:48:00,theft,office complex,13.098054,80.245355,Chennai,"10 {p} {s}, Chennai"
2026-01-28,15:24:00,theft,residential area,23.056183,72.585282,Ahmedabad,"463 {p} {s}, Ahmedabad"
2026-02-02,11:59:00,assault,mall,22.615882,88.384141,Kolkata,"238 {p} {s}, Kolkata"
2026-03-28,22:00:00,hit and run,bazaar,19.082835,72.919337,Mumbai,"481 {p} {s}, Mumbai"
2026-01-05,20:26:00,hit and run,residential area,26.857137,80.944414,Lucknow,"295 {p} {s}, Lucknow"
2026-02-18,02:29:00,theft,residential area,26.807645,80.975109,Lucknow,"175 {p} {s}, Lucknow"
2026-02-06,16:30:00,assault,temple,28.648203,77.257613,Delhi,"116 {p} {s}, Delhi"
2026-03-10,23:40:00,assault,bridge,18.513971,73.812336,Pune,"148 {p} {s}, Pune"
2026-03-14,05:37:00,murder,office complex,13.067727,80.276884,Chennai,"250 {p} {s}, Chennai"
2026-03-04,02:25:00,assault,mohalla,26.875758,75.804305,Jaipur,"295 {p} {s}, Jaipur"
2026-02-24,11:35:00,theft,highway,19.039954,72.905136,Mumbai,"325 {p} {s}, Mumbai"
2026-01-16,15:25:00,dowry death,highway,13.079731,80.254149,Chennai,"227 {p} {s}, Chennai"
2026-01-16,14:48:00,assault,office complex,26.85889,80.944822,Lucknow,"71 {p} {s}, Lucknow"
2026-03-18,00:23:00,burglary,bridge,19.085182,72.893144,Mumbai,"143 {p} {s}, Mumbai"
2026-02-06,12:48:00,assault,industrial area,22.97962,72.61843,Ahmedabad,"155 {p} {s}, Ahmedabad"
2026-01-27,15:24:00,robbery,residential area,26.886925,75.749336,Jaipur,"31 {p} {s}, Jaipur"
2026-01-12,16:52:00,burglary,market,26.924759,75.757498,Jaipur,"363 {p} {s}, Jaipur"
2026-01-07,05:49:00,theft,mohalla,18.476977,73.831544,Pune,"369 {p} {s}, Pune"
2026-03-25,18:17:00,burglary,mall,13.091963,80.258956,Chennai,"222 {p} {s}, Chennai"
2026-02-24,18:32:00,dowry death,market,22.547392,88.352466,Kolkata,"365 {p} {s}, Kolkata"
2026-01-01,20:24:00,dowry death,mohalla,26.951003,75.768606,Jaipur,"111 {p} {s}, Jaipur"
2026-03-28,08:02:00,hit and run,mohalla,26.804601,80.900592,Lucknow,"98 {p} {s}, Lucknow"
2026-01-29,05:57:00,hit and run,highway,19.097906,72.875348,Mumbai,"264 {p} {s}, Mumbai"
2026-02-23,19:00:00,assault,bazaar,12.999087,77.572974,Bangalore,"500 {p} {s}, Bangalore"
2026-03-27,09:25:00,robbery,railway station,26.842447,80.947962,Lucknow,"233 {p} {s}, Lucknow"
2026-01-14,05:42:00,theft,mohalla,23.009145,72.526413,Ahmedabad,"17 {p} {s}, Ahmedabad"
2026-02-11,19:40:00,burglary,school,23.051634,72.605705,Ahmedabad,"1 {p} {s}, Ahmedabad"
2026-02-25,14:37:00,assault,main road,18.569102,73.819338,Pune,"10 {p} {s}, Pune"
2026-02-08,00:02:00,theft,bus stand,13.081056,80.297497,Chennai,"83 {p} {s}, Chennai"
2026-02-18,20:48:00,assault,bazaar,19.11773,72.840553,Mumbai,"17 {p} {s}, Mumbai"
2026-01-30,11:51:00,burglary,temple,17.397174,78.451891,Hyderabad,"223 {p} {s}, Hyderabad"
2026-03-10,22:03:00,dowry death,hospital,26.860968,80.980288,Lucknow,"21 {p} {s}, Lucknow"
2026-02-20,19:23:00,assault,temple,23.026074,72.562435,Ahmedabad,"359 {p} {s}, Ahmedabad"
2026-01-03,15:43:00,assault,village,26.874139,75.818038,Jaipur,"435 {p} {s}, Jaipur"
2026-02-08,19:46:00,robbery,highway,17.352097,78.527017,Hyderabad,"291 {p} {s}, Hyderabad"
2026-01-21,06:42:00,assault,mall,18.525825,73.8064,Pune,"327 {p} {s}, Pune"
2026-02-22,17:37:00,burglary,main road,22.57016,88.381199,Kolkata,"105 {p} {s}, Kolkata"
2026-02-14,03:14:00,hit and run,office complex,22.524148,88.340779,Kolkata,"48 {p} {s}, Kolkata"
2026-03-31,20:25:00,theft,main road,13.097146,80.280602,Chennai,"394 {p} {s}, Chennai"
2026-02-24,00:29:00,theft,bridge,22.551248,88.376389,Kolkata,"36 {p} {s}, Kolkata"
2026-02-27,21:22:00,robbery,industrial area,19.104361,72.846763,Mumbai,"450 {p} {s}, Mumbai"
2026-01-28,01:47:00,assault,construction site,26.951547,75.827454,Jaipur,"146 {p} {s}, Jaipur"
2026-01-25,01:56:00,rape,bridge,19.107834,72.847209,Mumbai,"109 {p} {s}, Mumbai"
2026-01-02,08:50:00,theft,office complex,26.807891,80.955059,Lucknow,"129 {p} {s}, Lucknow"
2026-03-29,17:51:00,robbery,highway,26.864887,80.987602,Lucknow,"222 {p} {s}, Lucknow"
2026-01-15,03:22:00,burglary,residential area,26.895915,75.796488,Jaipur,"225 {p} {s}, Jaipur"
2026-03-08,16:16:00,theft,residential area,12.930162,77.550263,Bangalore,"263 {p} {s}, Bangalore"
2026-01-27,18:24:00,theft,office complex,18.565989,73.820395,Pune,"56 {p} {s}, Pune"
2026-03-16,01:26:00,fraud,construction site,19.023236,72.844988,Mumbai,"36 {p} {s}, Mumbai"
2026-03-11,18:23:00,kidnapping,bridge,13.097255,80.227583,Chennai,"399 {p} {s}, Chennai"
2026-03-26,08:44:00,assault,bus stand,19.028462,72.900685,Mumbai,"362 {p} {s}, Mumbai"
2026-01-18,20:43:00,assault,main road,12.978511,77.602445,Bangalore,"141 {p} {s}, Bangalore"
2026-03-22,10:03:00,fraud,school,18.544349,73.896515,Pune,"79 {p} {s}, Pune"
2026-01-24,14:25:00,robbery,market,17.357636,78.52702,Hyderabad,"14 {p} {s}, Hyderabad"
2026-02-04,01:27:00,fraud,mosque,22.982773,72.605378,Ahmedabad,"441 {p} {s}, Ahmedabad"
2026-02-05,02:30:00,murder,slum area,22.591086,88.335103,Kolkata,"219 {p} {s}, Kolkata"
2026-01-13,08:23:00,murder,railway station,23.029232,72.539462,Ahmedabad,"477 {p} {s}, Ahmedabad"
2026-01-02,14:15:00,fraud,bazaar,19.107299,72.891129,Mumbai,"176 {p} {s}, Mumbai"
2026-02-24,02:38:00,theft,construction site,17.350118,78.479818,Hyderabad,"456 {p} {s}, Hyderabad"
2026-02-03,22:43:00,robbery,bus stand,26.813887,80.900911,Lucknow,"311 {p} {s}, Lucknow"
2026-01-13,09:36:00,assault,park,12.947981,77.610252,Bangalore,"207 {p} {s}, Bangalore"
2026-02-05,07:17:00,assault,railway station,26.878655,80.976146,Lucknow,"379 {p} {s}, Lucknow"
2026-02-18,16:43:00,assault,market,19.106925,72.843721,Mumbai,"324 {p} {s}, Mumbai"
2026-03-10,06:19:00,rape,park,19.117771,72.900376,Mumbai,"350 {p} {s}, Mumbai"
2026-01-19,02:54:00,theft,hospital,26.916643,75.795657,Jaipur,"192 {p} {s}, Jaipur"
2026-03-29,00:47:00,dowry death,mohalla,28.57948,77.242911,Delhi,"8 {p} {s}, Delhi"
2026-03-12,08:33:00,assault,railway station,19.074385,72.829083,Mumbai,"274 {p} {s}, Mumbai"
2026-01-25,03:31:00,assault,mall,26.89462,75.749332,Jaipur,"373 {p} {s}, Jaipur"
2026-01-13,01:34:00,assault,market,26.890611,75.819955,Jaipur,"65 {p} {s}, Jaipur"
2026-03-23,16:24:00,theft,slum area,12.923112,77.623889,Bangalore,"384 {p} {s}, Bangalore"
2026-02-04,07:03:00,fraud,mohalla,13.016896,77.61224,Bangalore,"243 {p} {s}, Bangalore"
2026-01-15,06:12:00,assault,village,18.518339,73.800219,Pune,"119 {p} {s}, Pune"
2026-03-04,02:44:00,murder,bridge,13.058509,80.240567,Chennai,"439 {p} {s}, Chennai"
2026-03-10,17:27:00,murder,industrial area,22.520823,88.330222,Kolkata,"200 {p} {s}, Kolkata"
2026-01-12,21:03:00,theft,slum area,13.098866,80.256548,Chennai,"122 {p} {s}, Chennai"
2026-03-08,07:10:00,robbery,office complex,26.792361,80.94107,Lucknow,"78 {p} {s}, Lucknow"
2026-01-24,15:59:00,theft,mosque,23.017721,72.520852,Ahmedabad,"229 {p} {s}, Ahmedabad"
2026-03-21,08:31:00,murder,highway,28.604943,77.24032,Delhi,"428 {p} {s}, Delhi"
2026-03-21,10:40:00,assault,mosque,26.959976,75.75974,Jaipur,"45 {p} {s}, Jaipur"
2026-01-21,21:10:00,burglary,railway station,28.648083,77.211801,Delhi,"260 {p} {s}, Delhi"
2026-01-29,23:54:00,robbery,slum area,17.331862,78.502147,Hyderabad,"361 {p} {s}, Hyderabad"
2026-03-17,04:53:00,murder,temple,12.930772,77.540424,Bangalore,"365 {p} {s}, Bangalore"
2026-03-23,15:50:00,murder,village,18.525845,73.810067,Pune,"144 {p} {s}, Pune"
2026-03-10,06:56:00,dowry death,bus stand,19.060618,72.868716,Mumbai,"259 {p} {s}, Mumbai"
2026-03-07,05:14:00,fraud,mosque,26.857945,80.935364,Lucknow,"202 {p} {s}, Lucknow"
2026-02-12,21:51:00,theft,mosque,13.122461,80.241964,Chennai,"15 {p} {s}, Chennai"
2026-01-08,07:55:00,fraud,mosque,26.851942,80.923525,Lucknow,"308 {p} {s}, Lucknow"
2026-02-01,21:08:00,burglary,slum area,13.108244,80.245976,Chennai,"499 {p} {s}, Chennai"
2026-02-25,21:10:00,murder,main road,18.511956,73.868913,Pune,"111 {p} {s}, Pune"
2026-01-08,06:51:00,theft,park,28.58711,77.168362,Delhi,"247 {p} {s}, Delhi"
2026-01-18,05:08:00,robbery,hospital,19.096817,72.844636,Mumbai,"353 {p} {s}, Mumbai"
2026-01-24,14:38:00,murder,mosque,26.889937,75.778939,Jaipur,"260 {p} {s}, Jaipur"
2026-01-30,02:12:00,burglary,construction site,23.054068,72.589019,Ahmedabad,"36 {p} {s}, Ahmedabad"
2026-01-19,11:45:00,robbery,bazaar,26.897034,75.755914,Jaipur,"66 {p} {s}, Jaipur"
2026-02-15,09:15:00,fraud,construction site,28.658416,77.176774,Delhi,"175 {p} {s}, Delhi"
2026-02-14,23:18:00,theft,hospital,22.611124,88.408854,Kolkata,"132 {p} {s}, Kolkata"
2026-01-19,16:01:00,hit and run,mohalla,12.929953,77.597302,Bangalore,"170 {p} {s}, Bangalore"
2026-03-12,08:41:00,dowry death,mohalla,12.952649,77.592098,Bangalore,"54 {p} {s}, Bangalore"
2026-01-09,09:13:00,murder,mohalla,18.54825,73.897077,Pune,"407 {p} {s}, Pune"
2026-03-22,14:01:00,fraud,mosque,28.583997,77.177782,Delhi,"201 {p} {s}, Delhi"
2026-01-19,22:15:00,burglary,park,19.072262,72.906133,Mumbai,"386 {p} {s}, Mumbai"
2026-02-02,20:46:00,fraud,bridge,17.384292,78.441776,Hyderabad,"376 {p} {s}, Hyderabad"
2026-01-18,05:45:00,burglary,residential area,13.014891,77.595554,Bangalore,"300 {p} {s}, Bangalore"
2026-02-05,16:22:00,theft,mohalla,19.034041,72.83302,Mumbai,"5 {p} {s}, Mumbai"
2026-01-22,22:09:00,theft,village,26.841859,80.967202,Lucknow,"269 {p} {s}, Lucknow"
2026-01-28,08:13:00,murder,office complex,28.592015,77.224181,Delhi,"40 {p} {s}, Delhi"
2026-03-08,04:48:00,theft,slum area,28.609866,77.201046,Delhi,"441 {p} {s}, Delhi"
2026-03-22,22:25:00,theft,school,26.919877,75.769666,Jaipur,"153 {p} {s}, Jaipur"
2026-03-13,03:28:00,assault,village,22.589645,88.38306,Kolkata,"470 {p} {s}, Kolkata"
2026-01-05,00:00:00,hit and run,office complex,18.537784,73.876368,Pune,"347 {p} {s}, Pune"
2026-01-02,19:13:00,theft,park,18.567332,73.870034,Pune,"486 {p} {s}, Pune"
2026-01-31,22:05:00,assault,bazaar,26.807329,80.938135,Lucknow,"260 {p} {s}, Lucknow"
2026-03-13,23:39:00,theft,bridge,17.393171,78.506595,Hyderabad,"237 {p} {s}, Hyderabad"
2026-02-21,19:04:00,robbery,temple,13.129222,80.224477,Chennai,"348 {p} {s}, Chennai"
2026-01-15,15:15:00,hit and run,construction site,23.002163,72.54435,Ahmedabad,"69 {p} {s}, Ahmedabad"
2026-03-31,09:13:00,hit and run,mosque,26.838769,80.895867,Lucknow,"228 {p} {s}, Lucknow"
2026-02-08,06:32:00,theft,school,28.578614,77.169922,Delhi,"296 {p} {s}, Delhi"
2026-02-03,21:43:00,dowry death,park,26.921281,75.776018,Jaipur,"396 {p} {s}, Jaipur"
2026-03-08,05:58:00,fraud,office complex,12.950366,77.606721,Bangalore,"373 {p} {s}, Bangalore"
2026-01-13,00:42:00,rape,school,18.481908,73.859236,Pune,"383 {p} {s}, Pune"
2026-01-19,12:55:00,hit and run,office complex,17.426353,78.460095,Hyderabad,"275 {p} {s}, Hyderabad"
2026-03-15,14:20:00,theft,village,19.036555,72.892241,Mumbai,"83 {p} {s}, Mumbai"
2026-01-26,14:28:00,theft,highway,22.571772,88.362364,Kolkata,"329 {p} {s}, Kolkata"
2026-02-28,09:00:00,theft,residential area,17.422283,78.461726,Hyderabad,"480 {p} {s}, Hyderabad"
2026-01-19,18:31:00,murder,bus stand,13.106233,80.232693,Chennai,"233 {p} {s}, Chennai"
2026-03-09,13:10:00,assault,slum area,26.958478,75.825897,Jaipur,"406 {p} {s}, Jaipur"
2026-02-21,01:08:00,theft,hospital,12.956541,77.619434,Bangalore,"270 {p} {s}, Bangalore"
2026-01-30,08:46:00,dowry death,office complex,22.532091,88.317132,Kolkata,"230 {p} {s}, Kolkata"
2026-02-22,06:45:00,burglary,main road,18.480862,73.812875,Pune,"93 {p} {s}, Pune"
2026-03-23,03:13:00,murder,temple,17.42129,78.515594,Hyderabad,"250 {p} {s}, Hyderabad"
2026-03-11,09:28:00,murder,highway,26.800728,80.966888,Lucknow,"58 {p} {s}, Lucknow"
2026-02-15,21:29:00,hit and run,village,28.620664,77.238531,Delhi,"485 {p} {s}, Delhi"
2026-03-07,06:39:00,burglary,residential area,12.951993,77.609512,Bangalore,"214 {p} {s}, Bangalore"
2026-02-26,08:12:00,burglary,residential area,23.055938,72.591012,Ahmedabad,"438 {p} {s}, Ahmedabad"
2026-01-01,03:01:00,murder,park,12.920538,77.542657,Bangalore,"484 {p} {s}, Bangalore"
2026-02-27,09:25:00,burglary,bridge,18.509219,73.846313,Pune,"454 {p} {s}, Pune"
2026-01-05,12:29:00,murder,school,28.65294,77.210191,Delhi,"298 {p} {s}, Delhi"
2026-01-15,10:37:00,fraud,residential area,17.332317,78.515596,Hyderabad,"496 {p} {s}, Hyderabad"
2026-03-09,11:03:00,fraud,residential area,26.926281,75.765843,Jaipur,"347 {p} {s}, Jaipur"
2026-01-03,21:11:00,burglary,village,22.598825,88.394816,Kolkata,"355 {p} {s}, Kolkata"
2026-01-11,21:08:00,assault,bridge,19.020688,72.830346,Mumbai,"35 {p} {s}, Mumbai"
2026-03-12,07:42:00,assault,bridge,26.792586,80.987227,Lucknow,"459 {p} {s}, Lucknow"
2026-01-27,01:02:00,theft,hospital,26.834388,80.899846,Lucknow,"11 {p} {s}, Lucknow"
2026-02-05,08:56:00,rape,school,26.873769,75.836105,Jaipur,"341 {p} {s}, Jaipur"
2026-01-06,00:12:00,dowry death,highway,28.658453,77.162451,Delhi,"388 {p} {s}, Delhi"
2026-02-16,23:12:00,fraud,bridge,13.093269,80.251542,Chennai,"265 {p} {s}, Chennai"
2026-02-18,04:15:00,murder,mohalla,28.608298,77.203818,Delhi,"452 {p} {s}, Delhi"
2026-03-04,01:09:00,theft,highway,19.030278,72.834045,Mumbai,"477 {p} {s}, Mumbai"
2026-01-06,17:36:00,robbery,office complex,28.64464,77.17871,Delhi,"470 {p} {s}, Delhi"
2026-01-03,23:11:00,assault,bus stand,18.542261,73.885006,Pune,"176 {p} {s}, Pune"
2026-03-18,10:45:00,theft,hospital,22.545875,88.333085,Kolkata,"21 {p} {s}, Kolkata"
2026-01-05,23:36:00,murder,construction site,13.086027,80.283412,Chennai,"440 {p} {s}, Chennai"
2026-03-29,07:09:00,theft,slum area,17.373276,78.463225,Hyderabad,"392 {p} {s}, Hyderabad"
2026-02-15,05:11:00,assault,office complex,28.645053,77.188336,Delhi,"205 {p} {s}, Delhi"
